HD 124364 |5601| 15|4.49|0.05|0.85|0.03|-0.27|0.01|0.887|0.020| 1.588|1.734
HD 125072 |4794|102|4.27|0.24|0.53|0.41| 0.24|0.08|0.806|0.017| 4.539|4.141
HD 125184 |5660| 45|4.11|0.08|1.06|0.05| 0.27|0.04|1.055|0.012| 7.977|0.485
HD 125455 |5095| 29|4.40|0.07|0.56|0.07|-0.21|0.02|0.776|0.016| 6.725|4.165
HD 125881 |6046| 18|4.49|0.04|1.09|0.03| 0.07|0.01|1.128|0.012| 0.383|0.275
HD 126525 |5645| 11|4.40|0.05|0.92|0.02|-0.09|0.01|0.922|0.027| 5.074|4.137
HD 128674 |5571| 19|4.50|0.10|0.80|0.04|-0.37|0.01|0.807|0.015| 9.331|2.530
HD 129642 |4919| 65|4.35|0.16|0.53|0.19|-0.09|0.03|0.785|0.019| 5.427|4.291
HD 130322 |5341| 33|4.40|0.05|0.81|0.05|-0.03|0.02|0.872|0.025| 3.826|3.603
HD 130930 |4963| 67|4.39|0.17|0.44|0.18|-0.01|0.03|0.802|0.021| 4.716|4.113
HD 130992 |4712|108|4.37|0.25|0.31|0.45|-0.13|0.05|0.733|0.017| 4.320|4.216
HD 132648 |5419| 17|4.49|0.02|0.76|0.04|-0.38|0.01|0.785|0.018| 7.308|4.117
HD 134060 |5940| 18|4.42|0.03|1.07|0.03| 0.12|0.01|1.107|0.015| 1.006|0.713
HD 134606 |5614| 34|4.30|0.08|0.94|0.05| 0.27|0.03|0.998|0.024| 4.349|2.399
HD 134664 |5823| 13|4.46|0.04|0.99|0.02| 0.07|0.01|1.044|0.016| 1.874|1.450
HD 134985 |5096| 41|4.44|0.08|0.09|0.32|-0.61|0.02|0.709|0.012| 4.739|4.050
HD 134987 |5700| 28|4.22|0.06|1.04|0.04| 0.23|0.02|1.021|0.013| 6.830|0.785
HD 136352 |5659| 17|4.40|0.05|0.93|0.03|-0.35|0.01|     |     |      |
HD 136713 |4911| 85|4.32|0.21|0.69|0.20| 0.08|0.05|0.802|0.019| 4.392|4.001
HD 136894 |5402| 14|4.37|0.04|0.75|0.03|-0.11|0.01|0.838|0.008|11.049|0.875
HD 137303 |4632| 79|4.38|0.18|0.17|0.66|-0.35|0.07|0.701|0.003| 4.547|4.036
HD 137388 |5144| 57|4.35|0.14|0.71|0.11| 0.19|0.03|0.869|0.024| 4.201|3.905
HD 138549 |5552| 16|4.40|0.05|0.84|0.03|-0.01|0.01|0.944|0.021| 2.061|1.834
HD 140901 |5584| 18|4.40|0.04|0.86|0.03| 0.08|0.01|0.981|0.012| 0.982|0.897
HD 141937 |5892| 17|4.46|0.07|0.97|0.02| 0.13|0.01|1.094|0.013| 0.356|0.242
HD 142709 |4536|118|4.21|0.33|0.35|0.54|-0.31|0.06|0.700|0.000| 4.462|4.048
HD 143114 |5811| 17|4.46|0.05|1.10|0.04|-0.41|0.01|0.842|0.001|11.581|0.272
HD 143295 |4940| 62|4.40|0.12|0.64|0.14|-0.01|0.03|0.776|0.018| 3.855|3.783
HD 144411 |4839| 72|4.45|0.14|0.23|0.38|-0.32|0.02|0.705|0.009| 4.332|4.042
HD 144497 |4953| 67|4.52|0.14|0.61|0.19|-0.11|0.03|0.772|0.019| 4.468|4.020
HD 144585 |5880| 17|4.32|0.05|1.10|0.02| 0.32|0.01|1.098|0.013| 4.099|0.403
HD 144628 |5022| 26|4.43|0.08|0.43|0.09|-0.45|0.02|0.718|0.015| 6.094|4.159
HD 145598 |5465| 25|4.59|0.03|0.63|0.08|-0.75|0.02|0.734|0.017| 6.039|4.322
HD 145666 |5984| 14|4.56|0.03|1.02|0.02|-0.02|0.01|1.087|0.014| 0.539|0.423
HD 145809 |5778| 15|4.15|0.03|1.18|0.03|-0.25|0.01|0.956|0.012|11.082|0.364
HD 146233 |5810| 12|4.46|0.04|0.99|0.02| 0.05|0.01|1.053|0.011| 0.289|0.174
HD 147512 |5515| 12|4.40|0.02|0.82|0.02|-0.09|0.01|0.868|0.015| 9.356|2.742
HD 147513 |5907|107|4.58|0.16|1.39|0.16| 0.12|0.08|0.997|0.036| 2.215|2.149
HD 148303 |4829| 84|4.44|0.22|0.55|0.26|-0.03|0.03|0.773|0.018| 4.654|4.076
HD 150433 |5680| 15|4.48|0.05|0.93|0.03|-0.36|0.01|0.823|0.003|11.541|0.312
HD 151504 |5431| 28|4.35|0.04|0.79|0.05| 0.06|0.02|0.901|0.024| 6.618|4.339
HD 153851 |5015| 39|4.43|0.08|0.81|0.09|-0.28|0.02|0.748|0.017| 4.685|4.102
HD 154088 |5337| 51|4.35|0.11|0.79|0.08| 0.26|0.04|0.920|0.028| 4.153|3.677
HD 154363 |4581|196|4.17|0.45|0.14|1.17|-0.62|0.12|     |     | 4.412|4.041
HD 154577 |4847| 35|4.48|0.07|0.31|0.19|-0.73|0.01|     |     | 6.115|4.118
HD 154962 |5778| 22|4.12|0.08|1.16|0.02| 0.30|0.02|1.122|0.022| 6.062|0.533
HD 157172 |5419| 28|4.32|0.04|0.75|0.04| 0.09|0.02|0.921|0.025| 3.218|2.974
HD 157338 |6037| 12|4.49|0.03|1.20|0.02|-0.07|0.01|1.082|0.017| 1.231|1.029
HD 157347 |5667| 11|4.38|0.04|0.92|0.02| 0.01|0.01|0.951|0.011| 6.140|0.863
HD 157830 |5549| 16|4.50|0.03|0.80|0.03|-0.24|0.01|0.871|0.025| 2.985|3.039
HD 159868 |5552| 15|3.91|0.04|1.05|0.02|-0.09|0.01|1.107|0.037| 7.171|0.899
HD 160691 |5750| 26|4.19|0.05|1.04|0.03| 0.29|0.02|1.049|0.012| 6.617|0.515
HD 161098 |5574| 11|4.49|0.04|0.81|0.03|-0.26|0.01|0.857|0.025| 5.349|3.761
HD 161612 |5594| 17|4.42|0.05|0.79|0.04| 0.16|0.01|1.005|0.012| 0.826|0.712
HD 162020 |4723| 71|4.31|0.18|0.51|0.28|-0.10|0.03|0.726|0.016| 4.390|3.996
HD 162236 |5336| 21|4.42|0.07|0.75|0.03|-0.12|0.01|0.852|0.021| 3.216|3.075
HD 162396 |6121| 23|4.33|0.05|1.54|0.05|-0.34|0.02|1.014|0.029| 7.246|0.917
HD 165920 |5286| 51|4.36|0.10|0.70|0.09| 0.27|0.03|0.907|0.027| 4.403|3.890
HD 166724 |5099| 36|4.43|0.09|0.64|0.10|-0.09|0.03|0.802|0.020| 3.482|3.485
HD 167359 |5357| 21|4.46|0.06|0.72|0.04|-0.20|0.01|0.837|0.022| 3.129|2.987
HD 168159 |4618| 62|4.33|0.17|0.54|0.25|-0.12|0.03|0.713|0.013| 5.025|4.128
HD 168746 |5561| 17|4.31|0.06|0.81|0.03|-0.11|0.01|0.867|0.010|11.040|0.984
HD 168871 |5986| 14|4.44|0.03|1.21|0.02|-0.09|0.01|1.016|0.009| 6.241|0.340
HD 169830 |6370| 27|4.20|0.05|1.58|0.04| 0.18|0.02|1.366|0.010| 1.995|0.101
HD 170493 |4658|161|4.29|0.39|0.07|0.74| 0.22|0.05|0.768|0.015| 4.400|4.028
HD 171665 |5652| 10|4.44|0.02|0.90|0.02|-0.05|0.01|0.956|0.023| 2.874|2.259
HD 171990 |6048| 17|4.15|0.04|1.42|0.03| 0.06|0.01|1.236|0.043| 3.849|0.581
HD 172513 |5487| 15|4.46|0.05|0.84|0.02|-0.07|0.01|0.899|0.026| 3.494|3.574
HD 174545 |5199| 67|4.40|0.17|0.83|0.12| 0.22|0.04|0.887|0.026| 4.448|3.994
HD 176157 |5170| 26|4.36|0.07|0.69|0.05|-0.15|0.01|0.807|0.021| 3.918|3.782
HD 176986 |4931| 77|4.44|0.17|0.56|0.23| 0.03|0.05|0.789|0.019| 4.230|3.966
HD 177409 |5896| 13|4.51|0.04|0.99|0.02|-0.04|0.01|1.058|0.017| 0.526|0.490
HD 177565 |5614| 14|4.39|0.03|0.87|0.02| 0.08|0.01|0.993|0.015| 1.127|0.953
HD 177758 |5933| 30|4.51|0.05|1.21|0.08|-0.54|0.02|0.856|0.009|11.614|0.231
HD 179949 |6312| 31|4.56|0.10|1.30|0.04| 0.23|0.02|1.245|0.002| 0.172|0.073
HD 180409 |6031| 24|4.51|0.05|1.14|0.04|-0.15|0.02|1.049|0.016| 0.856|0.758
HD 181433 |4879|221|4.40|0.47|0.50|0.88| 0.36|0.18|0.810|0.020| 4.425|4.042
HD 183658 |5809| 11|4.40|0.04|1.01|0.02| 0.03|0.01|1.042|0.014| 0.729|0.589
HD 183783 |4547| 78|4.27|0.22|0.22|0.59|-0.21|0.06|0.701|0.003| 4.532|4.022
HD 183870 |4961| 33|4.41|0.08|0.65|0.08|-0.09|0.02|0.775|0.017| 4.114|3.338
HD 185615 |5555| 18|4.33|0.04|0.79|0.03| 0.08|0.01|0.935|0.021| 6.400|3.799
HD 186061 |4916| 65|4.36|0.15|0.42|0.19|-0.05|0.03|0.777|0.018| 4.351|3.977
HD 187456 |4739|118|4.20|0.28|0.00|1.93| 0.06|0.03|0.769|0.016| 4.432|4.038
HD 188559 |4693|118|4.34|0.31|0.08|1.10|-0.03|0.03|0.733|0.014| 4.306|3.927
HD 188748 |5616| 14|4.45|0.05|0.87|0.02|-0.13|0.01|0.929|0.024| 2.117|2.172
HD 189242 |4891| 47|4.44|0.10|0.51|0.14|-0.38|0.02|0.711|0.013| 4.944|4.178
HD 189567 |5718| 12|4.39|0.02|0.98|0.02|-0.25|0.01|0.862|0.004|11.310|0.466
HD 189625 |5848| 19|4.43|0.06|0.99|0.03| 0.19|0.01|1.094|0.012| 0.377|0.256
HD 190248 |5566| 36|4.24|0.06|0.95|0.05| 0.32|0.03|0.967|0.016| 8.477|1.270
HD 190647 |5636| 27|4.18|0.04|0.98|0.03| 0.23|0.02|1.034|0.018| 8.552|0.460
HD 190954 |5430| 19|4.44|0.04|0.74|0.04|-0.43|0.01|0.781|0.017| 7.350|4.550
HD 191847 |5020| 33|4.39|0.08|0.55|0.08|-0.16|0.02|0.772|0.018| 3.831|3.713
HD 192031 |5212| 36|4.46|0.06|0.21|0.24|-0.83|0.03|0.704|0.007| 5.663|4.223
HD 192117 |5433| 23|4.42|0.10|0.74|0.04|-0.07|0.02|0.888|0.023| 2.979|2.717
HD 192310 |5099| 65|4.43|0.13|0.73|0.13|-0.03|0.04|0.815|0.020| 4.667|3.521
HD 192961 |4418| 51|4.23|0.18|0.02|2.20|-0.30|0.22|0.700|0.002| 4.685|4.104
HD 193193 |5979| 13|4.40|0.03|1.19|0.02|-0.05|0.01|1.033|0.009| 5.458|0.530
HD 193844 |4933| 41|4.38|0.11|0.48|0.13|-0.34|0.02|0.721|0.015| 4.669|4.088
HD 195302 |5039| 58|4.42|0.15|0.56|0.16| 0.03|0.04|0.808|0.021| 4.008|3.892
HD 195564 |5663| 13|4.02|0.04|1.13|0.02| 0.05|0.01|1.049|0.012| 8.386|0.153
HD 196050 |5871| 16|4.26|0.04|1.13|0.02| 0.23|0.01|1.109|0.013| 4.826|0.348
HD 196761 |5414| 16|4.46|0.05|0.73|0.03|-0.31|0.01|0.804|0.020| 6.973|4.130
HD 196800 |6007| 19|4.40|0.09|1.15|0.03| 0.18|0.01|1.148|0.015| 0.998|0.711
HD 197210 |5563| 12|4.42|0.03|0.81|0.02|-0.04|0.01|0.938|0.022| 2.416|2.044
HD 197823 |5344| 28|4.37|0.07|0.75|0.04| 0.10|0.02|0.902|0.025| 3.723|3.414
HD 198075 |5842| 19|4.55|0.02|0.95|0.04|-0.24|0.01|0.968|0.017| 0.945|0.931
HD 199190 |5937| 12|4.27|0.04|1.18|0.02| 0.15|0.01|1.129|0.014| 4.578|0.209
HD 199288 |5776| 19|4.51|0.05|1.10|0.06|-0.63|0.01|0.792|0.009|11.684|0.121
HD 199933 |4608| 84|4.29|0.23|0.32|0.50|-0.11|0.02|0.706|0.010| 4.504|4.047
HD 199960 |5928| 26|4.42|0.10|1.01|0.04| 0.27|0.02|1.122|0.013| 3.813|0.463
HD 200505 |5035| 38|4.45|0.08|0.80|0.08|-0.46|0.02|0.716|0.014| 4.345|3.971
HD 202206 |5708| 24|4.38|0.05|0.93|0.03| 0.28|0.02|1.047|0.016| 1.242|1.098
HD 202605 |5637| 23|4.47|0.05|0.97|0.03| 0.18|0.02|1.009|0.022| 2.506|2.200
HD 203384 |5564| 36|4.42|0.06|0.82|0.05| 0.26|0.02|0.994|0.020| 1.630|1.523
HD 203413 |4668| 99|4.36|0.26|0.18|0.80| 0.08|0.08|0.756|0.018| 4.454|4.021
HD 203432 |5591| 29|4.29|0.04|0.94|0.04| 0.27|0.02|0.985|0.021| 5.339|2.639
HD 203850 |4808| 62|4.45|0.13|0.13|0.57|-0.71|0.02|0.700|0.000| 4.786|4.141
HD 204313 |5732| 18|4.33|0.03|0.97|0.02| 0.16|0.01|1.033|0.017| 2.835|1.833
HD 204385 |6048| 17|4.45|0.02|1.14|0.02| 0.08|0.01|1.132|0.011| 0.636|0.478
HD 204941 |4997| 36|4.36|0.10|0.44|0.11|-0.20|0.02|0.759|0.017| 4.098|3.765
HD 205536 |5418| 17|4.36|0.06|0.79|0.03|-0.07|0.01|0.864|0.022| 6.998|4.107
HD 206163 |5506| 16|4.42|0.04|0.84|0.03| 0.02|0.01|0.944|0.016| 1.251|1.153
HD 206172 |5626| 13|4.53|0.04|0.82|0.03|-0.23|0.01|0.910|0.021| 1.411|1.577
HD 207129 |5946| 11|4.48|0.03|1.06|0.02| 0.01|0.01|1.082|0.006| 0.266|0.195
HD 207583 |5525| 21|4.42|0.05|0.93|0.03| 0.02|0.02|0.944|0.019| 1.586|1.505
HD 207700 |5660| 16|4.26|0.07|0.97|0.02| 0.04|0.01|0.944|0.007|10.723|0.513
HD 207970 |5524| 21|4.36|0.05|0.80|0.03| 0.05|0.02|0.907|0.014| 9.693|1.996
HD 208272 |5167| 48|4.41|0.10|0.78|0.08|-0.07|0.03|0.822|0.022| 4.280|3.929
HD 208487 |6172| 19|4.54|0.09|1.22|0.03| 0.10|0.01|1.183|0.011| 0.425|0.304
HD 208573 |4744| 79|4.25|0.20|0.28|0.46| 0.05|0.05|0.777|0.018| 4.554|3.977
HD 208704 |5835| 13|4.38|0.02|1.04|0.02|-0.08|0.01|0.971|0.015| 6.185|1.695
HD 209100 |4649| 74|4.44|0.18|0.28|0.55|-0.13|0.06|0.710|0.011| 4.592|4.041
HD 209458 |6182| 26|4.58|0.03|1.25|0.04| 0.06|0.02|1.168|0.016| 0.619|0.480
HD 209742 |5054| 40|4.37|0.08|0.47|0.10|-0.17|0.02|0.781|0.018| 5.571|4.372
HD 210277 |5470| 27|4.26|0.05|0.90|0.04| 0.15|0.02|0.917|0.013|10.462|1.100
HD 210752 |5970| 27|4.52|0.03|1.20|0.07|-0.55|0.02|0.849|0.014| 9.960|1.464
HD 210918 |5747| 11|4.35|0.03|1.00|0.02|-0.10|0.01|0.918|0.009|10.897|0.399
HD 210975 |4678| 64|4.25|0.20|0.36|0.33|-0.45|0.04|0.700|0.000| 4.315|3.967
HD 211038 |4974| 17|3.67|0.05|0.78|0.03|-0.27|0.01|0.966|0.008|11.556|0.273
HD 211369 |4868| 93|4.41|0.24|0.29|0.44| 0.07|0.05|0.785|0.018| 4.328|4.006
HD 211415 |5864| 18|4.42|0.03|1.01|0.03|-0.21|0.01|0.941|0.016| 6.443|1.153
HD 212301 |6299| 25|4.58|0.05|1.27|0.04| 0.20|0.02|1.245|0.007| 0.229|0.119
HD 212563 |4954| 62|4.45|0.15|0.69|0.15|-0.03|0.03|0.780|0.019| 3.984|3.822
HD 212580 |5099| 41|4.38|0.10|0.61|0.09|-0.10|0.02|0.801|0.019| 4.045|3.808
HD 212708 |5644| 28|4.31|0.04|0.94|0.04| 0.26|0.02|1.014|0.022| 3.200|2.155
HD 213042 |4670|111|4.22|0.31|0.35|0.60| 0.14|0.06|0.769|0.016| 4.448|4.042
HD 213240 |5967| 18|4.28|0.06|1.22|0.03| 0.13|0.01|1.150|0.018| 4.383|0.310
HD 213575 |5676| 13|4.22|0.03|1.05|0.02|-0.15|0.01|0.944|0.001|11.749|0.011
HD 213628 |5517| 18|4.40|0.04|0.83|0.03|-0.01|0.01|0.937|0.020| 1.687|1.651
HD 213941 |5565| 15|4.45|0.03|0.76|0.03|-0.44|0.01|0.786|0.004|11.377|0.493
HD 214385 |5679| 23|4.47|0.03|0.87|0.05|-0.33|0.02|0.851|0.025| 6.893|4.007
HD 214759 |5397| 38|4.27|0.13|0.80|0.06| 0.15|0.03|0.919|0.028| 5.417|3.926
HD 215152 |4803| 52|4.26|0.15|0.28|0.16|-0.08|0.02|0.756|0.016| 5.207|4.069
HD 215456 |5798| 12|4.14|0.04|1.19|0.02|-0.08|0.01|1.022|0.012| 9.028|0.242
HD 216435 |6034| 24|4.21|0.08|1.27|0.03| 0.27|0.02|1.252|0.018| 3.202|0.223
HD 216770 |5351| 42|4.31|0.10|0.85|0.06| 0.20|0.03|0.922|0.027| 3.387|3.186
HD 216777 |5654| 12|4.56|0.02|0.88|0.03|-0.37|0.01|0.835|0.023| 6.053|4.197
HD 218249 |4956| 36|4.41|0.08|0.33|0.13|-0.43|0.02|0.708|0.011| 4.114|3.925
HD 218511 |4424| 90|4.52|0.26|0.26|0.45|-0.05|0.02|0.700|0.000| 4.340|4.069
HD 218572 |4697| 55|4.41|0.16|0.33|0.31|-0.58|0.03|0.700|0.000| 4.532|4.050
HD 219077 |5338| 14|3.92|0.06|0.97|0.02|-0.15|0.01|0.993|0.010|10.670|0.306
HD 219249 |5494| 13|4.51|0.05|0.79|0.03|-0.39|0.01|0.806|0.020| 5.083|3.952
HD 220256 |5090| 30|4.32|0.09|0.53|0.07|-0.14|0.02|0.791|0.018| 5.338|4.312
HD 220339 |4938| 32|4.42|0.08|0.50|0.10|-0.37|0.02|0.718|0.015| 5.389|4.175
HD 220367 |6116| 28|4.45|0.13|1.44|0.06|-0.23|0.02|1.059|0.025| 6.434|0.724
HD 220507 |5676| 18|4.30|0.06|0.95|0.02| 0.00|0.01|0.934|0.011|10.792|0.643
HD 221146 |5899| 19|4.36|0.05|1.07|0.03| 0.10|0.01|1.079|0.012| 5.728|0.387
HD 221287 |6417| 25|4.60|0.10|1.34|0.04| 0.06|0.02|1.242|0.010| 0.219|0.115
HD 221356 |6100| 30|4.51|0.04|1.14|0.06|-0.20|0.02|1.046|0.022| 1.932|1.415
HD 221420 |5838| 27|3.98|0.05|1.23|0.03| 0.34|0.02|1.227|0.049| 4.381|0.689
HD 222237 |4722| 55|4.34|0.15|0.13|0.59|-0.39|0.06|0.701|0.004| 4.692|4.090
HD 222335 |5220| 29|4.48|0.05|0.62|0.06|-0.21|0.02|0.799|0.020| 5.071|4.315
HD 222422 |5435| 17|4.43|0.02|0.77|0.03|-0.15|0.01|0.861|0.026| 4.350|3.958
HD 222582 |5781| 12|4.37|0.04|1.02|0.02|-0.01|0.01|0.980|0.017| 5.358|2.221
HD 222595 |5618| 13|4.43|0.03|0.89|0.02|-0.01|0.01|0.974|0.016| 1.034|0.986
HD 222669 |5898| 17|4.44|0.06|1.01|0.03| 0.06|0.01|1.076|0.012| 0.426|0.322
HD 223121 |4958| 60|4.28|0.16|0.43|0.19| 0.06|0.03|0.807|0.020| 4.400|4.036
HD 223171 |5830| 13|4.16|0.03|1.14|0.02| 0.11|0.01|1.068|0.012| 6.872|0.220
HD 223282 |5343| 16|4.50|0.06|0.63|0.04|-0.41|0.01|0.784|0.018| 3.090|3.184
HD 224393 |5792| 14|4.54|0.09|0.96|0.04|-0.37|0.01|0.903|0.016| 1.254|1.200
HD 224619 |5425| 14|4.40|0.06|0.77|0.03|-0.20|0.01|0.846|0.026| 4.290|4.090
HD 224789 |5150| 43|4.40|0.09|0.93|0.07|-0.04|0.02|0.827|0.022| 3.970|3.885
HD 330075 |4958| 52|4.24|0.13|0.32|0.22| 0.05|0.03|0.814|0.020| 4.863|4.144
HD 11964A |5285| 21|3.81|0.04|0.95|0.03| 0.06|0.02|1.026|0.016| 9.772|0.521
HD 142022A|5482| 35|4.35|0.05|0.81|0.05| 0.18|0.02|0.948|0.028| 5.175|3.496
HD 21209A |4612| 73|4.28|0.19|0.33|0.38|-0.39|0.02|0.700|0.000| 4.462|4.040
HD 26965A |5098| 32|4.35|0.10|0.42|0.09|-0.36|0.02|0.750|0.000|11.485|0.054
HD 59711A |5741| 12|4.44|0.06|0.94|0.02|-0.12|0.01|0.961|0.023| 2.900|2.236
HD 65907A |5995| 15|4.62|0.03|1.18|0.04|-0.29|0.01|0.953|0.012| 5.972|0.653
HD 68978A |5967| 13|4.48|0.03|1.07|0.02| 0.05|0.01|1.100|0.012| 0.423|0.307
HD 8389A  |5182| 80|4.33|0.17|0.81|0.14| 0.36|0.04|0.895|0.027| 5.338|4.376
HIP 21539 |4496| 80|4.23|0.24|0.43|0.33|-0.32|0.03|0.700|0.000| 4.725|4.052
HIP 22059 |4672| 82|4.33|0.25|0.47|0.31|-0.28|0.04|0.700|0.002| 4.422|3.968
HIP 26542 |4598| 72|4.38|0.21|0.10|1.09|-0.53|0.04|0.700|0.000| 4.643|3.990
HIP 98764 |4811| 44|4.33|0.13|0.42|0.16|-0.32|0.02|0.702|0.009| 4.825|4.043
